Year,Month,Rainfall,LTA,rainfall_annn0maly,STDIV,SPI,drought_occurrence,drought_severity,Lat,Lon,elev,Station_name
2021,Jan,108.13,108.13,121.87,79.11,1.54,0,0,-17.57,16.75,1131,Oshikunde ADC
2021,Jan,230,108.13,157.37,79.17,1.99,0,0,-17.54,17.72,1148,Omauni ADC
2021,Jan,265.5,108.13,185.87,79.06,2.35,0,0,-17.96,19.73,1103,Rundu Airport_manual
2021,Jan,294,108.13,241.67,78.94,3.06,0,0,-17.9,19.81,1160.201373,Kaisosi ADC
2021,Jan,349.8,108.13,0,78.65,0,0,0,-18.04,20.7,1160.201373,Ndiyona ADC
2021,Jan,108.13,108.13,-3.13,78.25,-0.04,0,0,-18.04,21.43,1160.201373,Mukwe ADC
2021,Jan,105,108.13,33.37,78.25,0.43,0,0,-17.59,14.68,1112,Onesi ADC
2021,Jan,141.5,108.13,16.87,78.34,0.22,0,0,-17.74,14.88,1110,Tsandi ADC
2021,Jan,125,108.13,-43.13,78.41,-0.55,0,0,-17.51,14.99,1115,Outapi ADC
2021,Jan,65,108.13,-60.13,78.43,-0.77,0,0,-17.55,15.53,1101,Etayi ADC
2021,Jan,48,108.13,0,78.42,0,0,0,-17.91,15.7,1087,Ompundja ADC
2021,Jan,108.13,108.13,-30.13,78.4,-0.38,0,0,-17.99,15.69,1097,Enguwantale ADC
2021,Jan,78,108.13,0,78.45,0,0,0,-17.61,15.74,1160.201373,Endola ADC
2021,Jan,108.13,108.13,0,78.49,0,0,0,-17.79,15.77,1099,Ongwediva ADC
2021,Jan,108.13,108.13,-50.43,78.5,-0.64,0,0,-17.82,15.93,1160.201373,Okaku ADC
2021,Jan,57.7,108.13,-50.43,78.54,-0.64,0,0,-17.88,15.95,1103,Ondangwa_Manual
2021,Jan,57.7,108.13,17.37,78.53,0.22,0,0,-17.92,15.98,1160.201373,Ondangwa ADC
2021,Jan,125.5,108.13,0,78.52,0,0,0,-17.52,16.05,1160.201373,Ondobe ADC
2021,Jan,108.13,108.13,134.67,78.55,1.71,0,0,-17.79,16.07,1107,Oshigambo ADC
2021,Jan,242.8,108.13,88.97,78.58,1.13,0,0,-17.67,18.23,1160.201373,Mpungu ADC
2021,Jan,197.1,108.13,63.87,78.49,0.81,0,0,-17.68,18.66,1160.201373,Kahenge ADC
2021,Jan,172,108.13,0,78.41,0,0,0,-17.84,19.05,1085,Rupara ADC
2021,Jan,108.13,108.13,205.17,78.52,2.61,0,0,-17.91,19.77,1104,Rundu ADC
2021,Jan,313.3,108.13,178.87,78.52,2.28,0,0,-17.9,20.21,1071,Mashare ADC
2021,Jan,287,108.13,0,78.44,0,0,0,-17.98,20.52,1160.201373,Ndonga-Linena ADC
2021,Jan,108.13,108.13,67.67,78.26,0.86,0,0,-17.82,23.4,1160.201373,Kongola ADC
2021,Jan,175.8,108.13,18.57,78.35,0.24,0,0,-17.97,23.45,963,Sachona ADC
2021,Jan,126.7,108.13,0,78.39,0,0,0,-17.78,23.82,956,Sibbinda ADC
2021,Jan,108.13,108.13,-21.73,78.39,-0.28,0,0,-17.66,24.14,1160.201373,Kasheshe ADC
2021,Jan,86.4,108.13,116.37,78.46,1.48,0,0,-17.71,24.53,1160.201373,Bukalo ADC
2021,Jan,224.5,108.13,114.47,78.53,1.46,0,0,-17.98,24.12,1160.201373,Chichimane ADC
2021,Jan,222.6,108.13,-107.43,78.41,-1.37,1,1,-17.92,24.71,1160.201373,Ngoma ADC
2021,Jan,0.7,108.13,0,78.63,0,0,0,-17.44,13.27,1085,Okangwati ADC
2021,Jan,108.13,108.13,0,78.62,0,0,0,-17.44,14.43,1138,Oshifo ADC
2021,Jan,108.13,108.13,0,78.63,0,0,0,-17.46,15.09,1105,Onawa ADC
2021,Jan,108.13,108.13,49.37,78.67,0.63,0,0,-17.45,15.67,1102,Ongenga ADC
2021,Jan,157.5,108.13,0,78.74,0,0,0,-17.44,15.33,1102,Okalongo ADC
2021,Jan,108.13,108.13,0,78.79,0,0,0,-17.45,15.89,1160.201373,Omafo ADC
2021,Jan,108.13,108.13,2.27,78.79,0.03,0,0,-17.48,16.33,1160.201373,Eenhana ADC
2021,Jan,110.4,108.13,-54.13,78.79,-0.69,0,0,-17.63,24.18,960,Katima Mulilo Airport_Manual
2022,Jan,54,108.13,19.17,78.84,0.24,0,0,-28.09,18.69,967,Bondels RG
2022,Jan,127.3,108.13,-36.63,78.87,-0.46,0,0,-28.02,18.75,1160.201373,Karasburg ADC
